comment_id,post_id,user_id,comment_content,comment_timestamp
667,13,3,wsxyvfhzmf,2023-07-18 19:04:43
668,26,9,ofkjuifpnh,2023-01-19 12:34:20
669,169,4,nrpsocbunm,2024-06-02 19:37:20
670,81,1,snplbaporb,2023-10-11 10:21:26
671,130,6,uzvpkqdhil,2024-07-05 18:45:44
672,2,10,yayrkitcdn,2023-12-02 16:06:49
673,56,4,tnuowmtwur,2024-05-25 13:39:50
674,94,9,cvzmjrlpjg,2023-02-18 06:24:47
675,119,6,fhqfwqpdrc,2023-04-15 06:57:20
676,147,10,tugijfecmw,2024-08-16 10:47:05
677,7,10,yphvxxepqk,2024-09-01 22:31:11
678,65,4,evjairvili,2024-02-27 22:20:08
679,87,10,rqyewikhij,2023-11-05 23:05:41
680,76,6,xuaiaxuloa,2023-06-27 13:59:42
681,10,5,ptcozzogld,2023-02-01 05:47:56
682,23,7,dzzsdrsjwo,2023-02-26 17:45:35
683,80,7,lnunydfyay,2024-05-31 17:59:57
684,23,4,ufopxbudgb,2023-10-19 05:34:44
685,181,3,iagpijyxcm,2024-09-21 05:37:46
686,190,3,vudaantcrm,2024-01-07 18:29:13
687,97,9,ccjvxzwquu,2024-08-14 23:53:28
688,94,2,rszvmfotxg,2023-08-05 05:40:14
689,8,10,rkfnirargb,2023-03-23 22:58:23
690,25,2,hmmmxbkiyq,2024-03-20 16:35:18
691,135,6,ijlnbtodhg,2023-06-04 14:39:55
692,104,9,wavgmqzzyn,2023-08-03 01:30:08
693,86,3,baftgraezv,2023-09-26 00:39:42
694,176,2,kxcmpjotvz,2024-06-18 03:24:52
695,133,1,dxuzhqcoai,2024-08-05 22:44:29
696,105,1,ozmvpllper,2024-06-21 23:54:25
697,92,2,vuqpciamil,2024-05-17 17:13:34
698,42,3,qmjnuzkbon,2023-08-26 04:44:19
699,180,5,txtjdatdud,2023-11-10 07:12:49
700,194,6,hgtadgageh,2024-01-27 23:17:56
701,35,8,oymezalmyv,2024-05-15 11:23:30
702,1,10,vvxcqbtgpu,2023-12-13 15:23:47
703,77,3,xitklgjchw,2023-11-15 16:04:48
704,24,6,vvmboduqly,2024-03-26 06:19:29
705,8,2,xaihepvgxs,2023-12-17 06:33:51
706,16,8,tijcbsllul,2023-01-24 20:26:35
707,138,5,xgmlfvbuns,2024-06-16 09:05:10
708,157,10,khjrryhgrq,2024-03-15 18:06:32
709,134,6,pdfsfivkek,2023-11-24 11:14:54
710,14,10,bxrashvmps,2024-09-27 21:34:48
711,110,3,ksltmhdqwl,2023-11-11 00:49:08
712,50,2,jvafupicxh,2023-05-30 03:40:36
713,139,6,xyddewzrun,2023-02-14 03:15:41
714,53,6,uffbwlqupf,2024-07-26 22:28:43
715,90,9,uigfueirnh,2023-07-16 21:22:47
716,176,1,yavsksuubz,2024-08-05 09:24:40
717,179,7,lqsmmzqhlb,2023-10-08 10:15:17
718,119,10,rtvgeiihpa,2024-07-26 03:38:01
719,104,7,pauokesjve,2023-12-22 15:50:15
720,12,2,quqqjbofml,2024-06-16 00:51:49
721,130,7,ekaujzaowf,2023-07-10 20:19:03
722,182,6,xifqflhehu,2023-03-29 21:52:42
723,83,1,rxcimovuom,2024-05-16 09:02:34
724,156,8,gjbgogydkh,2023-10-24 00:02:21
725,123,2,jxolymsuqo,2023-10-30 04:24:44
726,89,10,vxtqsmutvm,2023-06-02 00:47:45
727,121,6,ubvuctfijx,2023-06-25 00:18:52
728,15,4,mdzcwtpamy,2023-05-02 05:24:45
729,145,2,wrooyjybyz,2023-05-27 19:36:23
730,165,3,mlrlimzitj,2024-02-25 16:13:41
731,78,8,cocommavss,2024-01-06 18:17:44
732,125,3,kclpmfcfai,2023-06-09 01:59:59
733,115,1,bulmtfvyjf,2024-08-02 13:39:42
734,32,1,naeckckwdh,2023-05-13 03:54:42
735,71,5,vpdgqazsxj,2023-02-18 23:25:49
736,11,9,vbghisjtbi,2023-03-19 21:52:56
737,73,2,ijhgtrgcwp,2023-07-02 00:16:47
738,136,8,umpmpyydfw,2023-06-08 21:48:07
739,13,8,hwwgoqshsm,2024-02-27 13:07:57
740,113,9,gjwmugyewg,2023-03-12 10:27:51
741,118,6,tkjktsjukh,2024-09-14 11:41:53
742,50,1,mciyhqazjs,2024-01-19 11:33:06
743,66,1,nejleayoyg,2023-10-14 07:08:18
744,164,1,synttujlut,2023-03-15 07:44:17
745,144,1,ketdrtlwxh,2023-06-11 16:21:30
746,52,1,mgeerwfspb,2024-06-19 21:25:47
747,173,7,qjnjpnczqj,2024-01-19 11:03:18
748,36,1,fkstlzcxox,2024-05-18 16:38:52
749,192,4,dhhydfecww,2024-02-09 04:01:51
750,16,2,bpxuekxduh,2024-03-23 14:10:51
751,155,6,gfhjlyoxki,2024-04-27 17:18:02
752,70,9,wftmcvedmy,2023-01-12 04:08:30
753,130,10,pdmaebbegi,2023-10-14 09:55:05
754,144,1,mlgfvfapwk,2024-10-25 13:50:51
755,56,7,ondnbktmri,2024-04-30 04:47:34
756,192,3,ygqkcarlgr,2023-06-07 04:44:18
757,41,7,hyrebwsgns,2023-07-13 22:31:15
758,156,5,ivplrmorpr,2024-04-17 21:08:37
759,58,1,yqwlacxeml,2024-03-14 15:43:59
760,165,7,nnndfahhqo,2024-05-30 06:26:15
761,44,1,fweqjrupee,2024-06-12 04:04:29
762,125,5,lzwkemtjml,2023-03-20 08:43:38
763,66,8,vgwkrygylr,2023-03-11 01:27:34
764,163,10,nbqkxeubfi,2023-07-22 18:24:04
765,125,6,ihzhvzgnux,2023-06-22 06:37:30
766,56,4,hajifuwkfd,2023-01-04 00:44:41
767,103,2,uohiwvcecz,2023-09-07 10:45:32
768,130,5,awngovbfhs,2023-07-30 13:42:37
769,155,10,zdjgrixjwk,2023-06-23 17:15:55
770,191,7,fckagurvam,2024-02-10 09:38:40
771,68,9,uohugwnsmc,2023-04-01 06:23:32
772,111,2,kohpzvpafu,2023-05-09 04:51:23
773,17,4,xzdprktwld,2023-09-09 22:33:47
774,189,2,irotmtevtt,2023-10-31 14:13:13
775,83,4,mqzybfwhqz,2024-02-25 01:53:31
776,73,1,xzpvjcpinx,2023-07-15 12:59:09
777,146,4,dqrzsrdgji,2023-02-14 05:27:37
778,87,7,ypurokkamy,2024-06-14 19:28:09
779,127,3,uipqrpfmox,2023-10-19 12:41:48
780,10,8,hoibgmcndz,2023-01-16 21:59:00
781,135,9,vfsfzpbxay,2024-01-27 22:25:58
782,43,8,igtequqpmp,2023-10-17 04:47:50
783,109,4,tfkxtjuyhy,2023-09-24 09:28:28
784,61,7,wplpurkngj,2023-12-11 09:46:42
785,42,3,ondoffwxch,2023-11-10 18:31:48
786,163,4,dijofmsqns,2023-04-25 08:58:43
787,182,5,tsxzrbjafu,2024-01-25 09:25:05
788,148,10,aqemwuzers,2024-06-14 08:00:31
789,152,6,vkdpbsbgef,2023-05-04 20:10:02
790,70,8,clvzckgobf,2023-08-19 17:15:30
791,116,2,vbyrmdfxrq,2024-02-25 18:36:52
792,181,3,iqjlcqmpgj,2023-10-21 22:55:48
793,19,8,pxoeefskzf,2023-09-07 09:49:54
794,90,3,dbqzkgirjy,2023-02-10 03:04:51
795,34,6,vknjgkxiwe,2023-07-16 12:13:04
796,125,5,drsiirujhd,2024-08-20 02:23:25
797,48,2,yajkvqalse,2023-05-10 12:03:50
798,151,10,uzezmzrjqq,2023-02-16 10:18:35
799,196,5,ncwrxkvbdk,2024-01-31 21:01:36
800,91,3,vwskoyvakx,2024-04-22 10:29:12
801,69,2,vhtyedudyf,2023-12-20 16:05:45
802,130,1,urdhmtghem,2024-07-06 08:29:54
803,104,7,rhigamndti,2024-02-11 10:16:13
804,18,5,pmdawvexhr,2023-12-28 06:09:21
805,107,2,twcsjyfiiu,2023-10-11 09:42:35
806,170,8,cktivqggtn,2023-01-11 16:44:06
807,131,1,zbmxgwzukz,2023-11-11 08:03:25
808,48,1,puzcfdniyf,2023-06-08 06:38:23
809,170,7,spfpupzyws,2024-03-08 04:25:06
810,57,10,mkshmnmzec,2023-10-18 07:42:13
811,58,1,uevcyetwwr,2024-03-22 10:09:38
812,101,9,rkwtppnsab,2023-10-19 21:41:51
813,8,6,pxekxqmymk,2024-06-06 23:58:37
814,60,10,udjfbisjma,2023-08-17 15:49:44
815,129,5,gufhftnluf,2024-06-14 19:18:00
816,76,1,arlwlqpcdr,2023-12-01 01:24:45
817,148,2,hpntqiacnp,2024-05-27 20:12:26
818,77,3,naggudadli,2023-12-18 18:26:28
819,162,7,pfdltsuuqg,2024-10-05 04:57:59
820,120,7,qibhwmtcob,2024-10-17 00:05:04
821,186,4,ickbqldbyp,2024-03-06 04:38:50
822,94,4,bkrvyeglta,2023-07-24 11:15:33
823,123,2,kqptjvvtje,2023-10-19 03:38:23
824,70,2,zhtwvygnzu,2024-01-06 13:07:33
825,53,8,ghotcniwcy,2023-02-15 13:38:51
826,72,4,mojxxsshfq,2024-09-06 09:06:09
827,153,1,shicjyqmzb,2024-10-31 03:58:37
828,184,3,wgktjophge,2023-05-26 13:37:02
829,19,4,dqhswgmttr,2023-02-10 18:58:24
830,17,5,onrygrikij,2023-10-10 12:07:04
831,137,8,kmrdwncefi,2023-05-09 18:15:18
832,157,4,zfwvfzloqw,2024-07-03 19:35:04
833,85,3,rcuujxrzbz,2024-05-22 16:21:53
834,24,5,vqcpndliev,2024-01-05 01:11:35
835,154,6,hfqdxiwaqg,2024-06-03 04:00:29
836,96,3,wzugpkpmdu,2024-01-18 01:23:04
837,51,7,huhnqekgvr,2024-04-11 11:39:49
838,69,3,xnrthkwycd,2023-09-14 03:55:22
839,36,1,wdpxirbvtp,2023-01-04 19:55:40
840,80,9,pskvjmdodd,2023-08-01 00:41:30
841,104,8,rbfpxmqzof,2023-07-28 14:30:44
842,195,9,vhtzyragzm,2024-10-13 22:41:52
843,105,5,zymytyfahe,2023-06-25 16:37:16
844,76,5,mpdqlooedi,2024-03-02 07:33:26
845,191,7,mucuphhlqa,2024-01-25 00:06:10
846,34,10,tjumrwhfhr,2024-10-03 12:45:38
847,21,2,rrjymttwpw,2024-05-12 15:10:28
848,196,2,aumemjcvub,2024-04-11 19:17:52
849,155,6,zoeobwugkl,2024-01-16 21:49:22
850,97,6,szbuenmxpa,2023-03-14 02:29:50
851,8,1,zileawgfgr,2023-04-21 19:18:20
852,71,3,jvysiemkhq,2024-02-21 02:04:47
853,95,5,xcxfxscjdw,2024-04-05 10:34:12
854,10,5,sqpxeikylg,2023-04-10 08:32:32
855,30,8,rygikapqxg,2024-06-17 16:05:50
856,159,10,mjgbdtzgdt,2023-07-15 19:56:21
857,184,9,vfwzwmtqhj,2024-06-19 23:07:14
858,57,1,adogiomzmb,2023-10-20 09:55:48
859,36,9,rrgreoxzat,2024-02-05 03:00:24
860,187,8,nuwbfwdwrc,2023-02-07 15:54:55
861,127,7,jjzwzpsjlk,2023-03-09 02:58:15
862,88,4,nrrehmizay,2024-06-21 23:19:40
863,59,10,vmksojgkyx,2024-09-13 02:35:11
864,149,6,hbtauuswrq,2023-04-02 08:51:31
865,89,10,mjqcjdufkc,2023-01-26 04:18:38
866,3,3,cdrwoupvbc,2023-11-27 23:27:31
867,64,1,aaxefzxokb,2023-07-26 10:37:42
868,49,8,lwgiuullnm,2023-01-26 13:58:13
869,99,5,wlfojgplwg,2023-04-16 06:10:17
870,35,10,syxbzaxtjo,2024-03-15 14:55:51
871,184,9,hmxapkpbyf,2023-11-21 12:47:05
872,177,2,pclignhkal,2023-04-29 21:25:19
873,177,9,iygqxorniv,2023-12-11 13:09:46
874,185,5,edixfgnjdw,2023-10-06 13:23:46
875,121,5,gfgmsewwkc,2023-04-24 05:28:59
876,178,3,bpzgmjpkdt,2024-03-17 01:35:16
877,122,10,kpozficbmt,2023-12-13 21:57:27
878,25,2,nbwctztjyl,2023-01-15 05:47:52
879,47,2,luaehmxopc,2023-05-31 19:30:03
880,27,4,gjndugsjda,2024-05-27 01:37:43
881,65,9,fzraixjjfw,2023-10-12 06:15:37
882,41,3,hiicmvnqta,2023-07-07 20:19:05
883,114,9,xwxlzxooxj,2024-03-06 05:54:20
884,187,4,hgdzdxorqy,2023-10-25 18:30:44
885,90,10,pkzbagtabm,2024-10-03 03:11:26
886,2,10,fcgaiwitcc,2024-08-10 07:47:41
887,166,9,vhlracownv,2023-03-16 04:47:14
888,7,5,usjxvvhhjl,2024-10-23 03:45:01
889,173,3,gnnakhkcqv,2023-01-26 03:10:37
890,156,9,athjwkcsmu,2024-04-24 07:30:10
891,125,4,tpkhzkccja,2023-09-07 21:04:41
892,92,4,lnxenafrsg,2024-01-17 05:10:38
893,27,7,httnykvsov,2023-08-18 01:43:52
894,152,4,ikgeainnzs,2024-05-23 19:10:16
895,7,10,qdsslibcid,2023-04-26 05:06:41
896,85,1,zvvfwejcpu,2024-07-30 04:21:25
897,31,5,ogfibxsbev,2024-01-28 11:00:49
898,177,7,cpnfssmwhr,2023-03-11 01:21:02
899,133,4,welycrubsj,2024-01-30 17:49:16
900,145,2,oojtiemswl,2024-06-05 02:08:10
901,124,2,pcwxotpauo,2023-08-12 01:53:45
902,154,5,xochvzpmnm,2023-03-28 05:57:03
903,25,9,ahlxwwuixk,2024-07-16 16:22:02
904,38,9,dzjvggwqeg,2023-03-08 06:13:12
905,72,6,hehmozpzdc,2023-05-13 12:06:11
906,101,10,xfuraqexpu,2023-03-04 19:22:26
907,141,6,vdwtkbqhld,2023-07-02 23:21:43
908,44,9,xxcumfjczp,2024-08-07 00:57:43
909,164,8,fukfovsuce,2024-07-04 15:10:29
910,93,8,fqwfbvobet,2023-06-22 07:39:57
911,175,8,nwtgcgdvrw,2024-10-15 21:29:07
912,46,1,umzlhwhrcg,2023-08-12 07:30:36
913,154,7,kaftqsonva,2023-05-02 17:33:20
914,111,5,zgcjodldbw,2024-06-28 14:04:20
915,36,3,rklyzitwnd,2024-01-14 15:42:07
916,62,8,xpcshxnvlc,2023-08-25 15:35:42
917,62,1,wkjbrxrlwu,2023-10-15 12:17:07
918,13,10,nchrramylc,2023-07-14 11:40:40
919,166,2,hiijsxymrp,2024-03-17 23:27:16
920,9,6,fiyvizjoew,2023-07-08 09:44:40
921,62,3,zzxzdcxamj,2024-03-29 12:35:27
922,148,4,pgbfdvyxyj,2024-06-27 02:33:55
923,83,3,wquyzdxoca,2023-01-20 07:24:14
924,66,6,fghxkbjpmt,2024-07-14 00:12:05
925,44,2,vvkyzvkndn,2023-05-27 01:08:17
926,36,6,ziadmokszc,2024-01-20 23:33:03
927,134,9,sptdgzvlfk,2024-05-10 00:06:37
928,162,8,kyqmyemufx,2023-06-19 02:13:01
929,184,1,lautlwviop,2023-09-25 18:35:24
930,12,2,mtrkxzuxog,2024-06-12 23:30:39
931,71,8,oddryfilya,2024-01-19 19:32:15
932,18,2,rlsdkfdoqp,2024-10-02 00:03:44
933,51,1,athdioqizf,2023-02-01 11:13:06
934,82,3,gcxkxmycao,2023-09-29 08:42:47
935,163,4,bdiiepkrss,2023-03-24 04:05:22
936,111,2,arwaoplidj,2024-09-05 08:58:19
937,126,10,wusxnmyicn,2023-07-27 02:11:52
938,103,10,sgliobqakf,2023-03-24 15:40:32
939,156,3,idelzpmhsz,2024-01-12 20:33:26
940,35,7,vpcrhwftpy,2023-06-29 10:23:18
941,169,6,zpdihrdqhf,2024-03-21 19:16:24
942,38,3,lazgzzyzhv,2024-04-05 16:29:54
943,88,2,lvdpmhdtff,2024-03-25 18:47:16
944,153,2,bmhrkxhxcs,2024-03-13 04:07:37
945,18,9,ornzvanpzr,2024-01-04 21:50:41
946,36,2,iirdyizswf,2024-04-14 04:24:39
947,88,2,pmvuuvmbks,2024-06-03 00:14:40
948,116,10,talssvtvbo,2023-08-28 07:46:04
949,172,7,tdmbpoybpv,2024-03-02 23:26:35
950,196,1,bojoomvozx,2023-07-17 09:32:48
951,55,3,meshrdyjle,2024-01-11 02:18:01
952,15,1,cfhjrmrypp,2024-01-21 15:54:54
953,143,9,alsskziyre,2024-01-13 13:50:09
954,86,1,nnaruudvrx,2024-09-15 17:11:42
955,124,3,oceemnxfvj,2024-01-21 15:27:43
956,81,2,auknewrbee,2023-11-26 17:39:10
957,94,6,qnemsdwkjo,2023-04-27 01:28:30
958,74,5,aanqyptxqf,2023-10-29 08:06:28
959,68,5,knjccnfpvl,2023-08-30 05:34:11
960,178,4,awwcykitos,2023-12-11 15:34:13
961,132,8,pdkczrnqcn,2023-06-29 16:06:14
962,90,3,kdgftnhxao,2023-06-25 05:38:21
963,140,10,iykhefhtkm,2024-05-01 09:12:23
964,80,1,nhzpfjuftq,2024-06-22 11:41:00
965,88,4,uogobyjgkp,2024-01-07 19:19:21
966,121,6,dpdxonqmve,2023-01-14 19:24:20
967,136,8,eqymtieare,2023-11-02 18:30:35
968,131,6,cywzizgxlq,2023-02-10 16:03:38
969,184,10,ihplgncnue,2024-06-05 21:27:32
970,89,5,ptvvplihjy,2023-09-11 16:13:16
971,189,10,dagmvyfgsq,2024-06-13 07:35:17
972,171,1,dvghhbicjc,2024-03-29 20:55:01
973,177,8,nlpdwincwi,2023-01-10 23:34:41
974,164,10,ymhigbqnbq,2024-04-10 03:15:09
975,68,8,deazugoepf,2024-03-24 09:48:44
976,80,4,qzqbaqfunl,2023-08-20 13:10:56
977,192,10,umngsxsikv,2024-10-16 01:35:18
978,90,5,kxuldctwws,2023-09-13 00:11:36
979,115,5,clayafhlgg,2023-02-15 21:45:14
980,15,2,drgllnbdes,2023-12-08 15:26:34
981,8,10,qmqhrznuyp,2023-02-26 07:09:41
982,22,4,bbpxpyqjar,2024-09-28 06:39:41
983,119,1,ljrjazjqtf,2024-07-12 09:45:20
984,166,6,xoeizoxsyy,2023-08-28 06:10:35
985,39,3,rvopsupkpl,2024-08-20 18:42:57
986,9,9,iiskdeclmi,2023-10-25 15:03:57
987,126,9,nspjxtoeii,2023-03-05 22:23:53
988,179,8,tzkaiakamt,2023-11-18 09:39:17
989,135,5,hldudxesyj,2023-03-08 03:14:48
990,84,5,mzgliwwcaa,2024-01-03 14:26:21
991,153,2,ymnwplsayz,2024-08-26 10:17:48
992,124,8,uxwdjzlrer,2024-05-06 18:34:34
993,26,8,ozrgwtcajy,2023-05-14 12:09:04
994,91,7,dmkmhkckmv,2023-11-12 04:43:58
995,44,3,dsjnhaemqy,2024-08-28 19:37:44
996,6,9,xlukzgkcdv,2024-02-26 15:43:46
997,114,10,phjroszlpu,2023-01-05 13:18:04
998,187,10,mnyrjxxyva,2024-09-14 13:33:17
999,26,4,vevrkrpkii,2023-11-27 15:37:45
1000,195,3,nesjdjyekq,2024-03-27 09:31:53
